evNum   picoTimeMs	adcAtEvent	rateOverall
1	554     97	1.81
2   1305    70  1.53
971	791379	34	1.23
972	792051	30	1.23
973	792270	35	1.23
974	792318	32	1.23
975	793332	119	1.23
976	794728	34	1.23
977	794818	81	1.23
978	795208	34	1.23
979	795515	127	1.23
980	795786	46	1.23
981	796456	38	1.23
982	796665	66	1.23
983	798025	31	1.23
984	798533	62	1.23
985	799820	38	1.23
986	801778	106	1.23
987	802186	47	1.23
988	802475	32	1.23
989	802570	49	1.23
990	804128	40	1.23
991	805870	45	1.23
992	806213	36	1.23
993	806231	30	1.23
994	806260	356	1.23
995	806471	42	1.23
996	807480	43	1.23
997	808299	35	1.23
998	808877	62	1.23
999	811795	102	1.23
1000	812403	89	1.23
1001	812708	32	1.23
1002	812850	88	1.23
1003	813259	43	1.23
1004	813536	38	1.23
1005	817198	31	1.23
1006	821870	142	1.22
1007	822254	34	1.22
1008	822807	38	1.23
1009	822862	38	1.23
1010	824305	41	1.23
1011	824713	43	1.23
1012	824751	30	1.23
1013	825758	30	1.23
1014	826104	124	1.23
1015	828024	46	1.23
1016	828352	150	1.23
1017	828853	88	1.23
1018	829702	30	1.23
1019	829768	42	1.23
1020	830296	42	1.23
1021	830421	77	1.23
1022	831203	30	1.23
1023	832567	32	1.23
1024	833009	62	1.23
1025	833178	49	1.23
1026	833326	128	1.23
1027	833770	31	1.23
1028	835871	71	1.23
1029	836041	35	1.23
1030	837949	41	1.23
1031	838604	56	1.23
1032	838638	49	1.23
1033	839359	31	1.23
1034	840218	44	1.23
1035	840518	76	1.23
1036	841938	43	1.23
1037	842007	30	1.23
1038	843837	36	1.23
1039	845587	34	1.23
1040	847494	136	1.23
1041	850332	126	1.22
1042	851401	45	1.22
1043	851466	41	1.22
1044	851797	117	1.23
1045	851886	349	1.23
1046	852448	367	1.23
1047	852961	30	1.23
1048	853702	50	1.23
1049	853900	91	1.23
1050	854312	35	1.23
1051	856008	69	1.23
1052	859652	63	1.22
1053	860269	38	1.22
1054	860825	112	1.22
1055	861003	57	1.23
1056	863088	49	1.22
1057	863584	39	1.22
1058	863995	104	1.22
1059	864051	46	1.23
1060	864744	39	1.23
1061	865101	38	1.23
1062	865172	39	1.23
1063	865322	38	1.23
1064	869682	39	1.22
1065	872488	36	1.22
1066	874510	30	1.22
1067	874785	282	1.22
1068	875370	36	1.22
1069	876399	34	1.22
1070	878233	39	1.22
1071	878356	41	1.22
1072	879059	82	1.22
1073	879777	112	1.22
1074	880758	155	1.22
1075	880872	101	1.22
1076	881299	32	1.22
1077	881427	32	1.22
1078	882463	46	1.22
1079	885885	38	1.22
1080	887010	102	1.22
1081	887087	52	1.22
1082	887598	45	1.22
1083	888020	32	1.22
1084	888908	45	1.22
1085	889364	55	1.22
1086	890168	38	1.22
1087	892477	38	1.22
1088	892984	79	1.22
1089	893131	74	1.22
1090	893253	80	1.22
1091	893402	119	1.22
1092	893459	32	1.22
1093	894515	43	1.22
1094	896501	39	1.22
1095	896763	101	1.22
1096	897772	72	1.22
1097	899268	31	1.22
1098	899561	113	1.22
1099	900426	40	1.22
1100	900598	32	1.22
1101	900992	112	1.22
1102	902339	49	1.22
1103	904360	30	1.22
1104	904625	42	1.22
1105	906441	37	1.22
1106	908280	47	1.22
1107	908601	94	1.22
1108	908632	37	1.22
1109	909244	48	1.22
1110	909286	62	1.22
1111	909569	42	1.22
1112	910306	35	1.22
1113	911195	34	1.22
1114	911284	47	1.22
1115	911583	128	1.22
1116	914359	57	1.22
1117	915001	155	1.22
1118	915021	68	1.22
1119	915214	127	1.22
1120	915262	321	1.22
1121	915895	98	1.22
1122	916896	123	1.22
1123	917191	42	1.22
1124	917280	79	1.23
1125	917387	73	1.23
1126	917586	50	1.23
1127	919424	60	1.23
1128	919468	56	1.23
1129	919566	250	1.23
1130	923503	31	1.22
1131	923617	81	1.22
