evNum	TimeMs	adcAtEvent	rateOverall
29385	31033939	136	0.95
29386	31035049	68	0.95
29387	31035830	97	0.95
29388	31038479	36	0.95
29389	31038621	57	0.95
29390	31039951	38	0.95
29391	31041990	38	0.95
29392	31042057	58	0.95
29393	31042092	33	0.95
29394	31042197	41	0.95
29395	31042329	78	0.95
29396	31043276	31	0.95
29397	31043413	38	0.95
29398	31043860	35	0.95
29399	31044011	32	0.95
29400	31046704	114	0.95
29401	31047841	36	0.95
29402	31047920	35	0.95
29403	31048065	52	0.95
29404	31048264	44	0.95
29405	31049166	98	0.95
29406	31050534	37	0.95
29407	31050745	44	0.95
29408	31053815	40	0.95
29409	31055134	34	0.95
29410	31055432	82	0.95
29411	31055988	36	0.95
29412	31056358	33	0.95
29413	31058918	37	0.95
29414	31060464	67	0.95
29415	31061590	49	0.95
29416	31061907	50	0.95
29417	31062185	39	0.95
29418	31062242	48	0.95
29419	31062349	39	0.95
29420	31064668	38	0.95
29421	31064836	59	0.95
29422	31065898	87	0.95
29423	31068823	30	0.95
29424	31069047	38	0.95
29425	31069393	31	0.95
29426	31071080	102	0.95
29427	31071873	71	0.95
29428	31071994	49	0.95
29429	31075418	40	0.95
29430	31075770	74	0.95
29431	31077139	115	0.95
29432	31078051	32	0.95
29433	31078942	36	0.95
29434	31081940	33	0.95
29435	31082254	36	0.95
29436	31082869	33	0.95
29437	31083508	52	0.95
29438	31084291	51	0.95
29439	31085548	38	0.95
29440	31086098	30	0.95
29441	31088543	93	0.95
29442	31089816	202	0.95
29443	31089912	79	0.95
29444	31089960	72	0.95
29445	31090438	62	0.95
29446	31091552	35	0.95
29447	31091796	42	0.95
29448	31092361	58	0.95
29449	31093478	55	0.95
29450	31093826	147	0.95
29451	31094596	31	0.95
29452	31097354	44	0.95
29453	31099227	83	0.95
29454	31099676	49	0.95
29455	31100428	77	0.95
29456	31102654	47	0.95
29457	31103308	30	0.95
29458	31104603	188	0.95
29459	31105364	52	0.95
29460	31106026	43	0.95
29461	31106932	105	0.95
29462	31108045	66	0.95
29463	31108163	47	0.95
29464	31109126	44	0.95
29465	31110282	52	0.95
29466	31110608	38	0.95
29467	31110922	39	0.95
29468	31111299	45	0.95
29469	31114255	33	0.95
29470	31114492	34	0.95
29471	31115021	36	0.95
29472	31115696	124	0.95
29473	31115866	69	0.95
29474	31115994	97	0.95
29475	31116590	32	0.95
29476	31116647	33	0.95
29477	31117107	89	0.95
29478	31117278	53	0.95
29479	31118184	32	0.95
29480	31119119	189	0.95
29481	31119347	60	0.95
29482	31120232	35	0.95
29483	31124602	86	0.95
29484	31125058	32	0.95
29485	31126016	36	0.95
29486	31127312	42	0.95
29487	31127514	45	0.95
29488	31128390	36	0.95
29489	31128711	46	0.95
29490	31129717	50	0.95
29491	31131967	94	0.95
29492	31132528	46	0.95
29493	31139302	34	0.95
29494	31140911	46	0.95
29495	31141014	36	0.95
29496	31144469	115	0.95
29497	31145040	88	0.95
29498	31145223	54	0.95
29499	31146586	30	0.95
29500	31147216	47	0.95
29501	31147382	31	0.95
29502	31149724	38	0.95
29503	31151144	53	0.95
29504	31151580	40	0.95
29505	31151841	53	0.95
29506	31153267	37	0.95
29507	31153297	44	0.95
29508	31154632	36	0.95
29509	31155032	65	0.95
29510	31158383	34	0.95
29511	31164135	159	0.95
29512	31164231	31	0.95
29513	31167499	39	0.95
29514	31168736	46	0.95
29515	31170784	114	0.95
29516	31171782	87	0.95
29517	31171875	60	0.95
29518	31172914	92	0.95
29519	31172949	34	0.95
29520	31173184	52	0.95
29521	31174098	60	0.95
29522	31174614	56	0.95
29523	31175175	36	0.95
29524	31175641	114	0.95
29525	31177002	46	0.95
29526	31177278	137	0.95
29527	31181335	83	0.95
29528	31181410	45	0.95
29529	31183345	40	0.95
29530	31183754	34	0.95
29531	31188181	76	0.95
29532	31188971	80	0.95
29533	31189588	47	0.95
29534	31189690	42	0.95
29535	31190194	63	0.95
29536	31190491	35	0.95
29537	31194877	103	0.95
29538	31195697	31	0.95
29539	31195878	87	0.95
29540	31199210	240	0.95
29541	31200176	36	0.95
29542	31200223	62	0.95
29543	31200333	35	0.95
29544	31200581	50	0.95
29545	31202373	36	0.95
29546	31203320	48	0.95
29547	31204697	70	0.95
29548	31205305	48	0.95
29549	31205334	118	0.95
29550	31205934	32	0.95
29551	31206646	40	0.95
29552	31207750	51	0.95
29553	31210111	34	0.95
29554	31210390	208	0.95
29555	31213306	32	0.95
29556	31214194	136	0.95
29557	31215285	37	0.95
29558	31215765	49	0.95
29559	31216876	61	0.95
29560	31217421	57	0.95
29561	31220304	48	0.95
29562	31220759	34	0.95
29563	31221228	109	0.95
29564	31221530	30	0.95
29565	31221694	39	0.95
29566	31221785	83	0.95
29567	31222907	40	0.95
29568	31224131	31	0.95
29569	31225022	31	0.95
29570	31225192	101	0.95
29571	31225328	34	0.95
29572	31225957	37	0.95
29573	31226413	140	0.95
29574	31226705	40	0.95
29575	31227290	148	0.95
29576	31227905	34	0.95
29577	31229600	123	0.95
29578	31230957	227	0.95
29579	31231660	101	0.95
29580	31232240	290	0.95
29581	31232858	56	0.95
29582	31233160	39	0.95
29583	31234107	59	0.95
29584	31234234	34	0.95
29585	31234469	47	0.95
29586	31234593	50	0.95
29587	31238778	36	0.95
29588	31240725	130	0.95
29589	31242098	97	0.95
29590	31242165	31	0.95
29591	31243034	65	0.95
29592	31243504	54	0.95
29593	31244896	155	0.95
29594	31247329	58	0.95
29595	31250509	69	0.95
29596	31251423	31	0.95
29597	31252281	38	0.95
29598	31252972	30	0.95
29599	31253204	60	0.95
29600	31255256	43	0.95
29601	31256710	75	0.95
29602	31257013	167	0.95
29603	31257240	40	0.95
29604	31259576	31	0.95
29605	31260092	101	0.95
29606	31260208	43	0.95
29607	31266988	58	0.95
29608	31271305	33	0.95
29609	31272269	57	0.95
29610	31272539	40	0.95
29611	31274802	32	0.95
29612	31275848	55	0.95
29613	31277050	33	0.95
29614	31281044	118	0.95
29615	31281773	96	0.95
29616	31282359	30	0.95
29617	31284305	37	0.95
29618	31284738	30	0.95
29619	31288052	32	0.95
29620	31288397	36	0.95
29621	31289634	33	0.95
29622	31289973	45	0.95
29623	31290391	51	0.95
29624	31290596	76	0.95
29625	31291978	42	0.95
29626	31295186	90	0.95
29627	31296161	39	0.95
29628	31297705	35	0.95
29629	31300730	68	0.95
29630	31302422	49	0.95
29631	31302924	45	0.95
29632	31304397	46	0.95
29633	31305207	62	0.95
29634	31305419	103	0.95
29635	31305836	37	0.95
29636	31306245	37	0.95
29637	31306459	151	0.95
29638	31306503	49	0.95
29639	31309055	70	0.95
29640	31309577	88	0.95
29641	31309719	32	0.95
29642	31310796	153	0.95
29643	31311207	66	0.95
29644	31311521	60	0.95
29645	31314208	64	0.95
29646	31315167	42	0.95
29647	31316194	32	0.95
29648	31318333	40	0.95
29649	31319076	32	0.95
29650	31319361	41	0.95
29651	31320255	37	0.95
29652	31321563	113	0.95
29653	31321739	72	0.95
29654	31321838	33	0.95
29655	31322768	72	0.95
29656	31323067	111	0.95
29657	31323083	61	0.95
29658	31323445	35	0.95
29659	31325044	75	0.95
29660	31325091	79	0.95
29661	31327396	43	0.95
29662	31327581	95	0.95
29663	31328405	53	0.95
29664	31329806	45	0.95
29665	31331063	50	0.95
29666	31331923	59	0.95
29667	31332140	60	0.95
29668	31332886	60	0.95
29669	31333072	36	0.95
29670	31333713	30	0.95
29671	31337187	30	0.95
29672	31337580	71	0.95
29673	31337761	48	0.95
29674	31338365	32	0.95
29675	31338410	42	0.95
29676	31340165	66	0.95
29677	31340303	32	0.95
29678	31342007	34	0.95
29679	31342865	107	0.95
29680	31345049	69	0.95
29681	31345531	140	0.95
29682	31345807	35	0.95
29683	31346454	62	0.95
29684	31347218	40	0.95
29685	31347996	30	0.95
29686	31348848	90	0.95
29687	31350579	101	0.95
29688	31352478	139	0.95
29689	31356323	35	0.95
29690	31357702	224	0.95
29691	31357772	59	0.95
29692	31359217	39	0.95
29693	31360392	68	0.95
29694	31361193	57	0.95
29695	31361268	36	0.95
29696	31361465	82	0.95
29697	31363796	35	0.95
29698	31364832	77	0.95
29699	31366586	43	0.95
29700	31366675	31	0.95
29701	31367467	54	0.95
29702	31367555	43	0.95
29703	31368690	42	0.95
29704	31370102	131	0.95
29705	31371431	40	0.95
29706	31371829	41	0.95
29707	31371928	45	0.95
29708	31372182	174	0.95
29709	31372212	43	0.95
29710	31372569	65	0.95
29711	31374361	32	0.95
29712	31378836	36	0.95
29713	31379071	40	0.95
29714	31379933	45	0.95
29715	31380582	71	0.95
29716	31380712	112	0.95
29717	31381953	39	0.95
29718	31382057	56	0.95
29719	31387094	32	0.95
29720	31388528	49	0.95
29721	31388745	74	0.95
29722	31388982	64	0.95
29723	31390180	108	0.95
29724	31390400	38	0.95
29725	31391071	55	0.95
29726	31391316	37	0.95
29727	31392049	84	0.95
29728	31393758	64	0.95
29729	31394893	34	0.95
29730	31396457	128	0.95
29731	31398496	36	0.95
29732	31398648	55	0.95
29733	31399294	41	0.95
29734	31400685	156	0.95
29735	31401255	31	0.95
29736	31403280	69	0.95
29737	31404314	184	0.95
29738	31404560	35	0.95
29739	31405021	41	0.95
29740	31406234	42	0.95
29741	31406921	33	0.95
29742	31407485	40	0.95
29743	31407517	49	0.95
29744	31409823	215	0.95
29745	31410280	43	0.95
29746	31410398	66	0.95
29747	31410483	34	0.95
29748	31410816	35	0.95
29749	31412661	30	0.95
29750	31416546	53	0.95
29751	31417700	58	0.95
29752	31418396	40	0.95
29753	31419149	54	0.95
29754	31419848	36	0.95
29755	31420540	52	0.95
29756	31426686	36	0.95
29757	31426934	65	0.95
29758	31427590	33	0.95
29759	31429365	35	0.95
29760	31430068	41	0.95
29761	31433205	196	0.95
29762	31433328	47	0.95
29763	31433572	31	0.95
29764	31435113	112	0.95
29765	31436862	45	0.95
29766	31437591	89	0.95
29767	31440099	99	0.95
29768	31441305	38	0.95
29769	31442662	31	0.95
29770	31442853	49	0.95
29771	31443011	38	0.95
29772	31444994	72	0.95
29773	31445825	45	0.95
29774	31447781	90	0.95
29775	31452187	61	0.95
29776	31452652	52	0.95
29777	31452933	36	0.95
29778	31454898	34	0.95
29779	31455138	40	0.95
29780	31455908	86	0.95
29781	31456563	182	0.95
29782	31456850	40	0.95
29783	31456990	214	0.95
29784	31457379	43	0.95
29785	31457716	196	0.95
29786	31459346	59	0.95
29787	31459396	32	0.95
29788	31461474	72	0.95
29789	31461852	145	0.95
29790	31462512	35	0.95
29791	31464438	42	0.95
29792	31465697	35	0.95
29793	31465843	57	0.95
29794	31466675	32	0.95
29795	31467575	30	0.95
29796	31468572	51	0.95
29797	31469325	38	0.95
29798	31473082	36	0.95
29799	31474031	53	0.95
29800	31474633	49	0.95
29801	31475519	113	0.95
29802	31475660	39	0.95
29803	31475716	35	0.95
29804	31476213	30	0.95
29805	31477722	50	0.95
29806	31477794	59	0.95
29807	31478225	32	0.95
29808	31479723	35	0.95
29809	31479737	66	0.95
29810	31479956	95	0.95
29811	31480210	72	0.95
29812	31483267	102	0.95
29813	31484065	41	0.95
29814	31485217	44	0.95
29815	31485284	42	0.95
29816	31485426	34	0.95
29817	31486381	40	0.95
29818	31487720	54	0.95
29819	31487876	50	0.95
29820	31488378	38	0.95
29821	31489371	80	0.95
29822	31491353	49	0.95
29823	31492670	35	0.95
29824	31493021	31	0.95
29825	31493114	35	0.95
29826	31494354	78	0.95
29827	31496252	36	0.95
29828	31496770	95	0.95
29829	31497154	32	0.95
29830	31497525	30	0.95
29831	31498301	148	0.95
29832	31499284	226	0.95
29833	31499335	224	0.95
29834	31499916	40	0.95
29835	31500682	50	0.95
29836	31502137	30	0.95
29837	31502628	39	0.95
29838	31506874	151	0.95
29839	31508630	45	0.95
29840	31509127	35	0.95
29841	31509425	35	0.95
29842	31509949	48	0.95
29843	31510126	140	0.95
29844	31511443	81	0.95
29845	31512955	70	0.95
29846	31513251	45	0.95
29847	31513792	94	0.95
29848	31513981	60	0.95
29849	31514120	77	0.95
29850	31515490	33	0.95
29851	31515776	32	0.95
29852	31516771	58	0.95
29853	31516853	31	0.95
29854	31518114	37	0.95
29855	31519435	124	0.95
29856	31519686	91	0.95
29857	31521058	37	0.95
29858	31521665	34	0.95
29859	31521920	54	0.95
29860	31522260	146	0.95
29861	31523692	104	0.95
29862	31524878	102	0.95
29863	31525537	52	0.95
29864	31526379	32	0.95
29865	31526663	32	0.95
29866	31527813	163	0.95
29867	31528183	51	0.95
29868	31529184	176	0.95
29869	31530057	43	0.95
29870	31533188	113	0.95
29871	31533441	79	0.95
29872	31533672	98	0.95
29873	31534231	48	0.95
29874	31534367	47	0.95
29875	31535388	79	0.95
29876	31537326	39	0.95
29877	31542673	30	0.95
29878	31542821	34	0.95
29879	31543706	101	0.95
29880	31543931	32	0.95
29881	31545723	37	0.95
29882	31546489	66	0.95
29883	31546505	33	0.95
29884	31549172	76	0.95
29885	31549302	47	0.95
29886	31554232	72	0.95
29887	31555076	35	0.95
29888	31557592	146	0.95
29889	31558233	35	0.95
29890	31558715	50	0.95
29891	31559541	31	0.95
29892	31560058	90	0.95
29893	31561682	95	0.95
29894	31563222	45	0.95
29895	31564385	158	0.95
29896	31566862	66	0.95
29897	31567019	229	0.95
29898	31567243	46	0.95
29899	31572567	95	0.95
29900	31572772	50	0.95
29901	31573391	70	0.95
29902	31575723	35	0.95
29903	31577894	74	0.95
29904	31579115	31	0.95
29905	31579849	42	0.95
29906	31580357	45	0.95
29907	31580441	38	0.95
29908	31582548	32	0.95
29909	31583690	83	0.95
29910	31584110	47	0.95
29911	31584608	43	0.95
29912	31584866	43	0.95
29913	31584970	77	0.95
29914	31585099	34	0.95
29915	31587472	41	0.95
29916	31587569	62	0.95
29917	31588163	31	0.95
29918	31588337	41	0.95
29919	31588556	144	0.95
29920	31591081	42	0.95
29921	31592327	56	0.95
29922	31593465	43	0.95
29923	31593879	45	0.95
29924	31594043	70	0.95
29925	31594498	42	0.95
29926	31595921	30	0.95
29927	31596984	47	0.95
29928	31598577	174	0.95
29929	31599434	38	0.95
29930	31601525	80	0.95
29931	31602228	86	0.95
29932	31603419	73	0.95
29933	31604123	34	0.95
29934	31604159	33	0.95
29935	31605084	32	0.95
29936	31605422	33	0.95
29937	31607804	59	0.95
29938	31608447	32	0.95
29939	31610537	72	0.95
29940	31611220	217	0.95
29941	31612244	33	0.95
29942	31612754	31	0.95
29943	31614377	44	0.95
29944	31614492	32	0.95
29945	31615342	56	0.95
29946	31615989	31	0.95
29947	31616871	34	0.95
29948	31617011	42	0.95
29949	31617596	62	0.95
29950	31617622	41	0.95
29951	31619102	39	0.95
29952	31619212	42	0.95
29953	31620025	57	0.95
29954	31620105	48	0.95
29955	31621576	43	0.95
29956	31621702	41	0.95
29957	31623182	97	0.95
29958	31624094	30	0.95
29959	31626826	36	0.95
29960	31627515	42	0.95
29961	31628317	374	0.95
29962	31633880	180	0.95
29963	31634737	64	0.95
29964	31635357	35	0.95
29965	31636427	38	0.95
29966	31636939	53	0.95
29967	31640267	60	0.95
29968	31640621	44	0.95
29969	31641302	38	0.95
29970	31643118	33	0.95
29971	31643460	34	0.95
29972	31643637	49	0.95
29973	31643669	66	0.95
29974	31645186	40	0.95
29975	31645785	32	0.95
29976	31646421	42	0.95
29977	31647106	144	0.95
29978	31647705	45	0.95
29979	31649669	42	0.95
29980	31649778	50	0.95
29981	31652019	45	0.95
29982	31652180	74	0.95
29983	31652780	57	0.95
29984	31653769	56	0.95
29985	31654154	57	0.95
29986	31654760	46	0.95
29987	31655742	49	0.95
29988	31656514	34	0.95
29989	31659290	286	0.95
29990	31660493	49	0.95
29991	31661610	42	0.95
29992	31664287	106	0.95
29993	31664552	178	0.95
29994	31667795	36	0.95
29995	31667951	52	0.95
29996	31668298	40	0.95
29997	31669143	42	0.95
29998	31674040	42	0.95
29999	31674298	65	0.95
30000	31676165	54	0.95
30001	31676694	49	0.95
30002	31677675	32	0.95
30003	31678228	43	0.95
30004	31679029	54	0.95
30005	31679532	95	0.95
30006	31681866	115	0.95
30007	31683109	50	0.95
30008	31683332	36	0.95
30009	31684023	33	0.95
30010	31684355	42	0.95
30011	31684396	40	0.95
30012	31685043	56	0.95
30013	31685810	175	0.95
30014	31685996	48	0.95
30015	31686203	141	0.95
30016	31686544	45	0.95
30017	31687849	45	0.95
30018	31688890	58	0.95
30019	31690383	48	0.95
30020	31690906	79	0.95
30021	31691747	38	0.95
30022	31691979	31	0.95
30023	31693290	140	0.95
30024	31694434	41	0.95
30025	31695604	81	0.95
30026	31696798	31	0.95
30027	31697630	54	0.95
30028	31698754	48	0.95
30029	31700008	45	0.95
30030	31701087	43	0.95
30031	31702782	84	0.95
30032	31703100	51	0.95
30033	31705042	113	0.95
30034	31705912	35	0.95
30035	31706816	94	0.95
30036	31709055	35	0.95
30037	31712466	33	0.95
30038	31714705	39	0.95
30039	31714727	52	0.95
30040	31716542	42	0.95
30041	31716730	41	0.95
30042	31717456	43	0.95
30043	31719789	44	0.95
30044	31720123	32	0.95
30045	31721311	111	0.95
30046	31721451	37	0.95
30047	31721697	74	0.95
30048	31722639	30	0.95
30049	31722777	45	0.95
30050	31724300	114	0.95
30051	31725184	36	0.95
30052	31726138	78	0.95
30053	31727090	45	0.95
30054	31727375	149	0.95
30055	31728392	45	0.95
30056	31728731	111	0.95
30057	31729513	37	0.95
30058	31730746	32	0.95
30059	31731118	40	0.95
30060	31731762	40	0.95
30061	31733352	67	0.95
30062	31733603	76	0.95
30063	31734264	44	0.95
30064	31735674	32	0.95
30065	31737813	39	0.95
30066	31738643	76	0.95
30067	31739446	31	0.95
30068	31739925	32	0.95
30069	31740355	31	0.95
30070	31741297	167	0.95
30071	31743132	61	0.95
30072	31743703	56	0.95
30073	31744288	42	0.95
30074	31744949	32	0.95
30075	31745942	101	0.95
30076	31746000	64	0.95
30077	31746528	39	0.95
30078	31747030	162	0.95
30079	31748999	37	0.95
30080	31749441	52	0.95
30081	31750310	79	0.95
30082	31750861	57	0.95
30083	31752233	104	0.95
30084	31753461	37	0.95
30085	31754217	49	0.95
30086	31757619	41	0.95
30087	31761964	36	0.95
30088	31762446	34	0.95
30089	31762657	45	0.95
30090	31765300	45	0.95
30091	31771200	37	0.95
30092	31772768	113	0.95
30093	31774247	104	0.95
30094	31774880	31	0.95
30095	31775076	34	0.95
30096	31776363	52	0.95
30097	31777772	110	0.95
30098	31778946	51	0.95
30099	31780106	45	0.95
30100	31781664	35	0.95
30101	31782085	51	0.95
30102	31783224	30	0.95
30103	31783796	33	0.95
30104	31787096	71	0.95
30105	31788019	42	0.95
30106	31788542	58	0.95
30107	31790371	30	0.95
30108	31790771	41	0.95
30109	31791361	44	0.95
30110	31792757	30	0.95
30111	31794488	56	0.95
30112	31796773	46	0.95
30113	31799685	30	0.95
30114	31801020	30	0.95
30115	31802664	63	0.95
30116	31803755	87	0.95
30117	31804356	61	0.95
30118	31804442	34	0.95
30119	31805677	39	0.95
30120	31805988	37	0.95
30121	31810623	49	0.95
30122	31812304	123	0.95
30123	31812633	35	0.95
30124	31813616	78	0.95
30125	31814201	32	0.95
30126	31814244	74	0.95
30127	31814847	36	0.95
30128	31817366	76	0.95
30129	31818829	43	0.95
30130	31822119	34	0.95
30131	31822784	77	0.95
30132	31823701	171	0.95
30133	31824665	51	0.95
30134	31824687	81	0.95
30135	31824924	58	0.95
30136	31825352	39	0.95
30137	31828247	53	0.95
30138	31828744	69	0.95
30139	31828856	32	0.95
30140	31828993	66	0.95
30141	31829353	60	0.95
30142	31830496	45	0.95
30143	31831850	35	0.95
30144	31832442	31	0.95
30145	31835038	52	0.95
30146	31835734	30	0.95
30147	31836003	100	0.95
30148	31836381	120	0.95
30149	31836492	32	0.95
30150	31837789	36	0.95
30151	31839385	34	0.95
30152	31842050	78	0.95
30153	31842341	64	0.95
30154	31843117	39	0.95
30155	31843608	40	0.95
30156	31844704	41	0.95
30157	31846759	95	0.95
30158	31847026	72	0.95
30159	31847064	77	0.95
30160	31850123	45	0.95
30161	31857426	37	0.95
30162	31857703	42	0.95
30163	31858951	38	0.95
30164	31859551	85	0.95
30165	31860801	43	0.95
30166	31865418	49	0.95
30167	31866548	30	0.95
30168	31867128	40	0.95
30169	31870012	37	0.95
30170	31870427	32	0.95
30171	31880726	85	0.95
30172	31881729	31	0.95
30173	31882814	33	0.95
30174	31883050	30	0.95
30175	31885542	37	0.95
30176	31888143	35	0.95
30177	31888163	30	0.95
30178	31891895	69	0.95
30179	31892780	46	0.95
30180	31894046	45	0.95
30181	31895462	36	0.95
30182	31896352	167	0.95
30183	31896692	110	0.95
30184	31896968	66	0.95
30185	31896990	48	0.95
30186	31900863	49	0.95
30187	31901762	40	0.95
30188	31902296	39	0.95
30189	31904608	30	0.95
30190	31904836	40	0.95
30191	31909113	72	0.95
30192	31909504	32	0.95
30193	31909569	36	0.95
30194	31910930	101	0.95
30195	31911155	38	0.95
30196	31911628	53	0.95
30197	31914195	43	0.95
30198	31916861	37	0.95
30199	31917356	31	0.95
30200	31917465	30	0.95
30201	31917797	163	0.95
30202	31918116	38	0.95
30203	31918919	40	0.95
30204	31919005	35	0.95
30205	31920195	31	0.95
30206	31920402	40	0.95
30207	31920511	46	0.95
30208	31920629	40	0.95
30209	31924564	122	0.95
30210	31926215	32	0.95
30211	31928118	33	0.95
30212	31930957	38	0.95
30213	31933117	45	0.95
30214	31934802	48	0.95
30215	31935534	36	0.95
30216	31937288	30	0.95
30217	31939217	36	0.95
30218	31940637	39	0.95
30219	31940742	179	0.95
30220	31941446	71	0.95
30221	31941684	95	0.95
30222	31942453	32	0.95
30223	31944778	56	0.95
30224	31946625	30	0.95
30225	31947238	35	0.95
30226	31947334	53	0.95
30227	31948836	158	0.95
30228	31949596	116	0.95
30229	31950499	77	0.95
30230	31953611	30	0.95
30231	31953724	30	0.95
30232	31954423	31	0.95
30233	31957040	34	0.95
30234	31957977	30	0.95
30235	31960581	37	0.95
30236	31960777	44	0.95
30237	31961603	85	0.95
30238	31963873	34	0.95
30239	31967556	224	0.95
30240	31968890	90	0.95
30241	31970688	62	0.95
30242	31971654	34	0.95
30243	31974872	71	0.95
30244	31975507	50	0.95
30245	31976409	33	0.95
30246	31978214	44	0.95
30247	31978817	67	0.95
30248	31979984	237	0.95
30249	31980402	88	0.95
30250	31981767	30	0.95
30251	31982540	51	0.95
30252	31983379	42	0.95
30253	31984102	36	0.95
30254	31986318	124	0.95
30255	31987225	33	0.95
30256	31987279	43	0.95
30257	31988496	112	0.95
30258	31990438	49	0.95
30259	31990664	73	0.95
30260	31991038	43	0.95
30261	31992536	36	0.95
30262	31992576	81	0.95
30263	31994695	72	0.95
30264	31996083	78	0.95
30265	31997079	59	0.95
30266	31999583	66	0.95
30267	32000301	59	0.95
30268	32001027	64	0.95
30269	32004564	41	0.95
30270	32005548	42	0.95
30271	32005824	119	0.95
30272	32006251	32	0.95
30273	32006604	56	0.95
30274	32007336	40	0.95
30275	32007670	33	0.95
30276	32008735	35	0.95
30277	32009417	43	0.95
30278	32009848	30	0.95
30279	32010001	389	0.95
30280	32010638	56	0.95
30281	32012291	50	0.95
30282	32018968	33	0.95
30283	32019096	42	0.95
30284	32020851	43	0.95
30285	32021737	47	0.95
30286	32023725	63	0.95
30287	32024109	43	0.95
30288	32025762	31	0.95
30289	32027000	42	0.95
30290	32027141	69	0.95
30291	32027399	73	0.95
30292	32031007	38	0.95
30293	32031943	30	0.95
30294	32039339	48	0.95
30295	32041670	37	0.95
30296	32042183	100	0.95
30297	32044373	56	0.95
30298	32044467	30	0.95
30299	32047918	36	0.95
30300	32048417	37	0.95
30301	32048452	284	0.95
30302	32049669	144	0.95
30303	32050032	116	0.95
30304	32050166	91	0.95
30305	32051136	103	0.95
30306	32051359	34	0.95
30307	32051737	49	0.95
30308	32052239	58	0.95
30309	32052560	35	0.95
30310	32053654	33	0.95
30311	32053881	207	0.95
30312	32054932	54	0.95
30313	32056160	33	0.95
30314	32061347	165	0.95
30315	32062670	74	0.95
30316	32063043	34	0.95
30317	32063217	64	0.95
30318	32063247	36	0.95
30319	32063554	57	0.95
30320	32064106	37	0.95
30321	32064470	49	0.95
30322	32064777	66	0.95
30323	32065024	78	0.95
30324	32065215	30	0.95
30325	32067306	181	0.95
30326	32069185	44	0.95
30327	32070469	34	0.95
30328	32071870	34	0.95
30329	32073684	85	0.95
30330	32073722	67	0.95
30331	32073774	334	0.95
30332	32074768	34	0.95
30333	32075478	62	0.95
30334	32076377	111	0.95
30335	32076828	39	0.95
30336	32079301	72	0.95
30337	32084064	110	0.95
30338	32084695	74	0.95
30339	32084943	56	0.95
30340	32086163	32	0.95
30341	32086234	36	0.95
30342	32087037	75	0.95
30343	32087516	43	0.95
30344	32087736	81	0.95
30345	32088740	68	0.95
30346	32090096	47	0.95
30347	32090515	91	0.95
30348	32092266	66	0.95
30349	32093004	40	0.95
30350	32093905	143	0.95
30351	32097639	35	0.95
30352	32097907	84	0.95
30353	32098766	61	0.95
30354	32099233	59	0.95
30355	32099704	39	0.95
30356	32100330	36	0.95
30357	32100574	30	0.95
30358	32100940	46	0.95
30359	32105102	138	0.95
30360	32105148	75	0.95
30361	32105323	36	0.95
30362	32108059	53	0.95
30363	32109615	35	0.95
30364	32111316	51	0.95
30365	32111387	31	0.95
30366	32111858	177	0.95
30367	32112761	35	0.95
30368	32113237	92	0.95
30369	32113445	50	0.95
30370	32114024	63	0.95
30371	32114682	30	0.95
30372	32114735	35	0.95
30373	32115887	66	0.95
30374	32117411	89	0.95
30375	32117590	93	0.95
30376	32118120	62	0.95
30377	32119763	31	0.95
30378	32121544	203	0.95
30379	32121654	40	0.95
30380	32122787	34	0.95
30381	32123004	71	0.95
30382	32123616	106	0.95
30383	32123720	64	0.95
30384	32124688	42	0.95
30385	32125397	59	0.95
30386	32128638	36	0.95
30387	32129204	66	0.95
30388	32130224	31	0.95
30389	32131179	43	0.95
30390	32131264	53	0.95
30391	32132131	33	0.95
30392	32133218	194	0.95
30393	32133739	58	0.95
30394	32135120	45	0.95
30395	32136009	117	0.95
30396	32137594	37	0.95
30397	32138721	60	0.95
30398	32138971	40	0.95
30399	32139904	32	0.95
30400	32140018	144	0.95
30401	32142103	53	0.95
30402	32144636	280	0.95
30403	32145295	39	0.95
30404	32146054	34	0.95
30405	32149510	57	0.95
30406	32150135	33	0.95
30407	32150434	50	0.95
30408	32150764	48	0.95
30409	32150973	155	0.95
30410	32151472	85	0.95
30411	32152292	30	0.95
30412	32153364	39	0.95
30413	32154038	36	0.95
30414	32156412	49	0.95
30415	32158828	35	0.95
30416	32159487	36	0.95
30417	32164397	31	0.95
30418	32165809	40	0.95
30419	32166947	56	0.95
30420	32167407	108	0.95
30421	32167538	79	0.95
30422	32168586	92	0.95
30423	32168719	50	0.95
30424	32168933	40	0.95
30425	32170573	35	0.95
30426	32175318	30	0.95
30427	32177601	80	0.95
30428	32178032	34	0.95
30429	32180375	58	0.95
30430	32180998	65	0.95
30431	32181173	95	0.95
30432	32181194	65	0.95
30433	32181716	52	0.95
30434	32181993	46	0.95
30435	32182415	41	0.95
30436	32184151	31	0.95
30437	32185263	55	0.95
30438	32185283	40	0.95
30439	32187815	40	0.95
30440	32187971	135	0.95
30441	32189489	57	0.95
30442	32189834	43	0.95
30443	32190521	35	0.95
30444	32191117	31	0.95
30445	32191276	79	0.95
30446	32191420	102	0.95
30447	32193629	32	0.95
30448	32195202	102	0.95
30449	32196220	133	0.95
30450	32196368	43	0.95
30451	32197657	32	0.95
30452	32200639	97	0.95
30453	32202105	48	0.95
30454	32203565	30	0.95
30455	32205765	95	0.95
30456	32206014	32	0.95
30457	32206579	213	0.95
30458	32210309	53	0.95
30459	32210619	79	0.95
